0,6fd154c2e0cb-Hudep2_ATAC,9c6896724a71-Hudep2_D3_merged_CTCF.all,55047d5ca206-Hudep2_BCL11A,502aa7971c4b-Hudep2_D0_GATA1.all,8f98ac7fc54d-HUDEP2_LRF_CHIP,18349b65b5e8-Hudep2_D3_merged_GATA1.all,f8027f92e467-Hudep2_D3_merged_KLF1.all,f797f04f53e6-Hudep2_D3_merged_LDB1.all,730a8742155d-Hudep2_D3_merged_TAL1.all
chr2:60763918-60763919,35.5,9.75,4.0,4.0,9.75,1.5,7.25,3.25,2.5
chr2:60763934-60763935,35.5,9.75,4.0,4.0,9.75,1.5,7.25,3.25,2.5
chr2:60763982-60763983,46.0,9.0,3.75,4.25,10.0,2.5,6.75,3.25,3.5
chr2:60773332-60773333,12.0,6.5,1.0,3.75,8.5,2.0,3.25,6.25,2.5
chr2:60773339-60773340,12.0,6.5,1.0,3.75,8.5,2.0,3.25,6.25,2.5
chr2:60773376-60773377,14.5,4.25,0.5,4.0,7.0,1.75,3.25,6.75,1.75
chr2:60777594-60777595,537.0,71.0,6.0,9.75,97.25,10.0,30.0,7.75,13.75
chr2:60777600-60777601,606.136,81.0909,6.95455,10.2955,108.15899999999999,9.727269999999999,30.5455,7.613639999999999,14.2955
chr2:60777604-60777605,652.227,87.8182,7.590910000000001,10.6591,115.432,9.54545,30.9091,7.52273,14.6591
chr2:60777655-60777656,696.25,101.0,7.75,10.75,120.25,9.5,29.0,7.5,13.5
chr2:60778050-60778051,404.273,15.6591,0.977273,8.36364,85.9091,5.18182,28.5,3.90909,3.63636
chr2:60778135-60778136,422.5,12.75,0.25,7.25,80.5,6.75,26.5,6.0,3.75
chr2:60779039-60779040,221.5,3.25,1.25,8.75,54.5,7.25,22.25,9.5,4.5
chr2:60779040-60779041,221.5,3.25,1.25,8.75,54.5,7.25,22.25,9.5,4.5
chr2:60779041-60779042,221.5,3.25,1.25,8.75,54.5,7.25,22.25,9.5,4.5
chr2:60779043-60779044,221.5,3.25,1.25,8.75,54.5,7.25,22.25,9.5,4.5
chr2:60779289-60779290,57.5,9.0,4.25,7.75,46.75,6.5,15.25,5.5,3.25
chr2:60779295-60779296,55.8182,8.75,4.27273,7.70455,46.3636,6.45455,15.0682,5.5,3.38636
chr2:60779310-60779311,39.0,6.25,4.5,7.25,42.5,6.0,13.25,5.5,4.75
chr2:60780722-60780723,294.5,12.75,10.5,5.5,77.5,4.75,24.5,7.5,4.25
chr2:60780726-60780727,294.5,12.75,10.5,5.5,77.5,4.75,24.5,7.5,4.25
chr2:60780755-60780756,460.0,12.25,15.0,7.5,84.75,5.25,26.0,9.75,4.5
chr2:60780758-60780759,460.0,12.25,15.0,7.5,84.75,5.25,26.0,9.75,4.5
chr2:60780767-60780768,460.0,12.25,15.0,7.5,84.75,5.25,26.0,9.75,4.5
chr2:60780770-60780771,460.0,12.25,15.0,7.5,84.75,5.25,26.0,9.75,4.5
chr2:60780781-60780782,460.0,12.25,15.0,7.5,84.75,5.25,26.0,9.75,4.5
chr2:60781330-60781331,259.0,8.25,8.0,8.0,35.25,5.5,11.5,6.25,4.75
chr2:60781331-60781332,259.0,8.25,8.0,8.0,35.25,5.5,11.5,6.25,4.75
chr2:60781453-60781454,248.045,13.0227,6.56818,7.590910000000001,42.9773,4.52273,12.0682,8.56818,8.522730000000001
chr2:60781456-60781457,250.0,13.25,6.25,7.5,43.75,4.25,12.25,8.75,8.75
chr2:60782264-60782265,517.0,67.75,8.25,7.0,49.25,9.25,35.75,14.25,10.75
chr2:60782353-60782354,774.591,73.7727,9.95455,9.522730000000001,54.8409,12.6364,41.5227,16.3636,11.0909
chr2:60782354-60782355,782.795,73.6364,9.977269999999999,9.63636,55.0455,12.8182,41.6364,16.4318,11.0455
chr2:60782364-60782365,791.0,73.5,10.0,9.75,55.25,13.0,41.75,16.5,11.0
chr2:60782365-60782366,791.0,73.5,10.0,9.75,55.25,13.0,41.75,16.5,11.0
chr2:60782751-60782752,239.15900000000002,16.9091,5.56818,6.840910000000001,31.3864,7.04545,18.9545,11.7727,7.409089999999999
chr2:60783489-60783490,11.0,9.25,2.75,6.0,12.25,4.75,7.75,9.0,3.5
chr2:60783499-60783500,13.7273,9.25,2.52273,6.0,12.8182,5.54545,8.43182,9.227269999999999,3.95455
chr2:60783500-60783501,14.2727,9.25,2.47727,6.0,12.9318,5.70455,8.56818,9.272730000000001,4.04545
chr2:60783501-60783502,14.8182,9.25,2.43182,6.0,13.0455,5.86364,8.70455,9.31818,4.13636
chr2:60783551-60783552,17.9545,8.772730000000001,2.56818,6.0,13.9773,7.45455,9.88636,9.18182,4.65909
chr2:60783552-60783553,18.0909,8.70455,2.61364,6.0,14.0455,7.590910000000001,9.977269999999999,9.13636,4.68182
chr2:60783580-60783581,18.5,8.5,2.75,6.0,14.25,8.0,10.25,9.0,4.75
chr2:60783583-60783584,18.5,8.5,2.75,6.0,14.25,8.0,10.25,9.0,4.75
chr2:60783588-60783589,18.5,8.5,2.75,6.0,14.25,8.0,10.25,9.0,4.75
chr2:60783591-60783592,18.5,8.5,2.75,6.0,14.25,8.0,10.25,9.0,4.75
chr2:60783597-60783598,18.5682,8.5,3.15909,5.93182,14.25,8.13636,10.1136,8.590910000000001,4.61364
chr2:60784361-60784362,211.75,9.5,5.75,9.0,54.5,16.75,20.5,4.5,5.5
chr2:60784364-60784365,211.75,9.5,5.75,9.0,54.5,16.75,20.5,4.5,5.5
chr2:60784411-60784412,282.5,9.5,6.75,11.75,59.5,16.75,22.5,5.5,5.25
chr2:60784460-60784461,283.0,9.75,6.0,14.5,59.0,16.0,23.5,6.75,4.5
chr2:60784637-60784638,89.0,10.75,4.0,13.5,32.75,12.75,13.5,7.25,5.75
chr2:60784639-60784640,89.0,10.75,4.0,13.5,32.75,12.75,13.5,7.25,5.75
chr2:60784641-60784642,89.0,10.75,4.0,13.5,32.75,12.75,13.5,7.25,5.75
chr2:60784646-60784647,86.0909,10.6591,3.86364,13.0455,31.9318,12.6136,13.2273,7.113639999999999,5.79545
chr2:60784647-60784648,84.6364,10.6136,3.79545,12.8182,31.5227,12.5455,13.0909,7.04545,5.81818
chr2:60784694-60784695,73.0,10.25,3.25,11.0,28.25,12.0,12.0,6.5,6.0
chr2:60784709-60784710,55.0,9.25,2.25,8.75,26.25,12.0,13.75,6.0,6.0
chr2:60784722-60784723,55.0,9.25,2.25,8.75,26.25,12.0,13.75,6.0,6.0
chr2:60784723-60784724,55.0,9.25,2.25,8.75,26.25,12.0,13.75,6.0,6.0
chr2:60788099-60788100,166.31799999999998,56.8182,0.8863639999999999,9.56818,17.3409,6.97727,14.0,5.06818,4.27273
chr2:60792761-60792762,115.5,60.75,1.0,1.25,9.25,6.25,7.25,2.5,4.25
chr2:60792771-60792772,115.5,60.75,1.0,1.25,9.25,6.25,7.25,2.5,4.25
chr2:60792845-60792846,125.568,64.7727,1.54545,1.77273,9.81818,6.70455,5.68182,3.36364,4.70455
chr2:60809100-60809101,434.659,167.955,2.34091,5.77273,30.5909,6.97727,24.0455,10.2955,11.0682
chr2:60809103-60809104,435.61400000000003,174.43200000000002,2.13636,5.90909,31.1364,7.590910000000001,24.3182,9.81818,11.4773
chr2:60809104-60809105,435.93199999999996,176.59099999999998,2.06818,5.95455,31.3182,7.79545,24.4091,9.659089999999999,11.6136
chr2:60816413-60816414,46.0,5.0,1.0,8.75,11.5,10.75,10.0,4.5,1.25
chr2:60816421-60816422,46.0,5.0,1.0,8.75,11.5,10.75,10.0,4.5,1.25
chr2:60816475-60816476,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816482-60816483,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816483-60816484,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816484-60816485,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816486-60816487,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816487-60816488,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816492-60816493,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816493-60816494,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816494-60816495,51.0,4.5,0.5,8.75,11.75,12.0,10.5,3.75,1.25
chr2:60816495-60816496,50.3864,4.43182,0.454545,8.70455,11.5,11.9773,10.4545,3.70455,1.20455
chr2:60823766-60823767,300.25,6.0,6.0,17.75,18.25,43.25,20.0,17.5,26.75
chr2:60869631-60869632,48.5,55.0,0.0,5.0,12.25,1.0,4.25,6.75,2.75
chr2:60901816-60901817,331.0,57.0,1.0,5.75,17.0,2.25,7.0,4.75,5.25
chr2:60901817-60901818,331.0,57.0,1.0,5.75,17.0,2.25,7.0,4.75,5.25
chr2:60901828-60901829,331.0,57.0,1.0,5.75,17.0,2.25,7.0,4.75,5.25
chr2:60901835-60901836,331.0,57.0,1.0,5.75,17.0,2.25,7.0,4.75,5.25
chr2:60901898-60901899,438.63599999999997,65.0455,3.06818,5.38636,16.9545,1.6590900000000002,8.727269999999999,3.90909,9.06818
chr2:60901899-60901900,436.295,64.9318,3.27273,5.29545,16.8182,1.63636,8.909089999999999,3.88636,9.272730000000001
chr2:61068087-61068088,10.25,4.0,2.5,2.75,3.25,1.75,1.0,4.0,0.5
chr2:61068192-61068193,10.25,3.25,3.0,4.5,3.0,1.0,2.75,4.5,0.5
chr2:61076442-61076443,11.0,2.0,0.0,2.25,4.5,2.75,6.0,1.5,1.5
chr2:61076452-61076453,15.3636,2.36364,0.0,2.25,4.68182,2.93182,6.0,2.40909,1.5
chr2:61076570-61076571,17.0,2.25,0.5,1.75,5.25,2.25,6.25,7.25,2.0
chr2:61076571-61076572,17.0,2.25,0.5,1.75,5.25,2.25,6.25,7.25,2.0
chr2:61076581-61076582,17.0,2.25,0.5,1.75,5.25,2.25,6.25,7.25,2.0
chr2:61076590-61076591,17.0,2.25,0.5,1.75,5.25,2.25,6.25,7.25,2.0
chr2:61076595-61076596,16.4545,2.27273,0.545455,1.81818,5.36364,2.15909,6.29545,7.363639999999999,1.97727
chr2:61076597-61076598,15.3636,2.31818,0.636364,1.95455,5.59091,1.97727,6.38636,7.590910000000001,1.93182
chr2:61112121-61112122,15.75,9.75,4.5,11.0,12.5,7.5,7.0,7.75,3.5
chr2:61112127-61112128,15.75,9.75,4.5,11.0,12.5,7.5,7.0,7.75,3.5
chr2:61112128-61112129,15.75,9.75,4.5,11.0,12.5,7.5,7.0,7.75,3.5
chr2:61112129-61112130,15.75,9.75,4.5,11.0,12.5,7.5,7.0,7.75,3.5
chr2:61112252-61112253,45.2955,9.227269999999999,5.93182,11.5227,14.4318,9.477269999999999,11.5909,6.75,3.0
chr6:135373035-135373036,88.5,7.25,1.5,17.75,19.75,13.5,12.75,7.5,7.5
chr6:135373044-135373045,88.5,7.25,1.5,17.75,19.75,13.5,12.75,7.5,7.5
chr6:135373045-135373046,90.5455,7.363639999999999,1.63636,17.9091,19.75,13.6136,12.8409,7.56818,7.56818
chr6:135373046-135373047,92.5909,7.47727,1.77273,18.0682,19.75,13.7273,12.9318,7.636360000000001,7.636360000000001
chr6:135373047-135373048,94.6364,7.590910000000001,1.9090900000000002,18.2273,19.75,13.8409,13.0227,7.70455,7.70455
chr6:135373054-135373055,108.955,8.38636,2.86364,19.3409,19.75,14.6364,13.6591,8.18182,8.18182
chr6:135375445-135375446,202.386,24.3864,3.59091,17.7955,56.5682,20.6818,43.4318,21.2273,11.0909
chr6:135375472-135375473,293.75,25.75,4.5,20.75,67.25,22.5,55.25,26.0,12.0
chr6:135375473-135375474,293.75,25.75,4.5,20.75,67.25,22.5,55.25,26.0,12.0
chr6:135375474-135375475,293.75,25.75,4.5,20.75,67.25,22.5,55.25,26.0,12.0
chr6:135375476-135375477,293.75,25.75,4.5,20.75,67.25,22.5,55.25,26.0,12.0
chr6:135375498-135375499,316.38599999999997,25.4773,4.5,21.75,70.9773,24.3182,59.25,27.4545,13.0909
chr6:135375506-135375507,356.0,25.0,4.5,23.5,77.5,27.5,66.25,30.0,15.0
chr6:135375507-135375508,356.0,25.0,4.5,23.5,77.5,27.5,66.25,30.0,15.0
chr6:135375527-135375528,356.0,25.0,4.5,23.5,77.5,27.5,66.25,30.0,15.0
chr6:135375536-135375537,356.0,25.0,4.5,23.5,77.5,27.5,66.25,30.0,15.0
chr6:135376009-135376010,1982.75,34.5,59.0,44.5,82.0,120.0,341.25,32.25,35.75
chr6:135376055-135376056,1867.25,31.25,54.25,40.25,75.75,102.25,338.0,30.75,39.0
chr6:135376477-135376478,643.0,21.0,9.75,13.25,52.0,23.5,77.25,14.25,22.5
chr6:135376527-135376528,755.75,23.25,10.5,13.5,49.0,25.75,65.25,10.0,22.75
chr6:135376544-135376545,755.75,23.25,10.5,13.5,49.0,25.75,65.25,10.0,22.75
chr6:135395074-135395075,297.5,15.75,3.5,53.75,37.25,94.25,48.5,26.75,26.5
chr6:135395075-135395076,297.5,15.75,3.5,53.75,37.25,94.25,48.5,26.75,26.5
chr6:135395076-135395077,297.5,15.75,3.5,53.75,37.25,94.25,48.5,26.75,26.5
chr6:135395716-135395717,86.0,17.0,1.75,34.0,27.0,38.75,38.25,18.0,14.5
chr6:135395717-135395718,86.0,17.0,1.75,34.0,27.0,38.75,38.25,18.0,14.5
chr6:135395726-135395727,86.0,17.0,1.75,34.0,27.0,38.75,38.25,18.0,14.5
chr6:135396287-135396288,102.5,48.25,3.75,20.25,34.25,20.0,34.75,19.25,10.0
chr6:135396298-135396299,120.227,49.8864,3.47727,19.5227,35.0682,19.3636,33.5682,18.7955,9.727269999999999
chr6:135396360-135396361,165.0,49.75,2.75,15.25,35.5,15.75,28.75,15.0,8.75
chr6:135396364-135396365,165.0,49.75,2.75,15.25,35.5,15.75,28.75,15.0,8.75
chr6:135408716-135408717,58.5,16.0,5.25,9.5,24.75,3.5,6.75,9.75,3.5
chr6:135408724-135408725,58.5,16.0,5.25,9.5,24.75,3.5,6.75,9.75,3.5
chr6:135409145-135409146,52.8182,8.04545,2.95455,5.81818,14.6136,4.52273,13.7955,13.0455,6.20455
chr6:135409152-135409153,58.5455,8.36364,2.63636,6.29545,13.6591,4.68182,14.1136,13.3636,5.88636
chr6:135409180-135409181,61.0,8.5,2.5,6.5,13.25,4.75,14.25,13.5,5.75
chr6:135410147-135410148,185.18200000000002,18.8409,4.45455,8.29545,20.6818,12.8636,21.75,14.0682,10.1591
chr6:135410173-135410174,183.0,21.75,5.0,7.75,22.5,12.5,21.75,14.25,11.25
chr6:135410178-135410179,183.0,21.75,5.0,7.75,22.5,12.5,21.75,14.25,11.25
chr6:135410620-135410621,429.5,141.75,16.0,37.25,39.5,100.0,42.5,56.5,38.25
chr6:135410621-135410622,429.5,141.75,16.0,37.25,39.5,100.0,42.5,56.5,38.25
chr6:135410623-135410624,429.5,141.75,16.0,37.25,39.5,100.0,42.5,56.5,38.25
chr6:135410639-135410640,429.5,141.75,16.0,37.25,39.5,100.0,42.5,56.5,38.25
chr6:135410650-135410651,448.727,133.295,15.7273,35.3409,38.4091,100.40899999999999,43.7273,56.7727,39.0682
chr6:135410653-135410654,458.341,129.06799999999998,15.5909,34.3864,37.8636,100.61399999999999,44.3409,56.9091,39.4773
chr6:135410654-135410655,461.545,127.65899999999999,15.5455,34.0682,37.6818,100.682,44.5455,56.9545,39.6136
chr6:135410655-135410656,464.75,126.25,15.5,33.75,37.5,100.75,44.75,57.0,39.75
chr6:135410657-135410658,464.75,126.25,15.5,33.75,37.5,100.75,44.75,57.0,39.75
chr6:135410684-135410685,464.75,126.25,15.5,33.75,37.5,100.75,44.75,57.0,39.75
chr6:135410691-135410692,464.75,126.25,15.5,33.75,37.5,100.75,44.75,57.0,39.75
chr6:135410694-135410695,464.75,126.25,15.5,33.75,37.5,100.75,44.75,57.0,39.75
chr6:135412138-135412139,59.5,11.5,2.0,9.75,25.5,8.5,11.75,8.25,7.0
chr6:135412141-135412142,59.5,11.5,2.0,9.75,25.5,8.5,11.75,8.25,7.0
chr6:135412142-135412143,59.5,11.5,2.0,9.75,25.5,8.5,11.75,8.25,7.0
chr6:135412147-135412148,69.1818,11.8409,2.0,9.340910000000001,26.3182,8.5,11.4773,8.11364,7.0
chr6:135412148-135412149,72.4091,11.9545,2.0,9.20455,26.5909,8.5,11.3864,8.06818,7.0
chr6:135412151-135412152,82.0909,12.2955,2.0,8.79545,27.4091,8.5,11.1136,7.93182,7.0
chr6:135412174-135412175,95.0,12.75,2.0,8.25,28.5,8.5,10.75,7.75,7.0
chr6:135414889-135414890,362.25,8.75,54.75,44.5,41.25,81.0,78.25,26.25,25.25
chr6:135418387-135418388,464.5,13.5,18.5,124.0,46.25,149.0,199.5,81.75,96.0
chr6:135418394-135418395,464.5,13.5,18.5,124.0,46.25,149.0,199.5,81.75,96.0
chr6:135418405-135418406,557.25,15.25,22.75,142.5,45.75,170.5,250.25,95.0,108.25
chr6:135418415-135418416,557.25,15.25,22.75,142.5,45.75,170.5,250.25,95.0,108.25
chr6:135418416-135418417,557.25,15.25,22.75,142.5,45.75,170.5,250.25,95.0,108.25
chr6:135418460-135418461,565.75,17.25,23.5,146.75,41.5,192.25,287.5,103.25,113.0
chr6:135418464-135418465,565.75,17.25,23.5,146.75,41.5,192.25,287.5,103.25,113.0
chr6:135418465-135418466,565.75,17.25,23.5,146.75,41.5,192.25,287.5,103.25,113.0
chr6:135419592-135419593,463.75,13.5,5.75,19.75,32.5,64.25,52.5,35.5,38.0
chr6:135419599-135419600,492.61400000000003,13.8409,6.31818,19.4091,31.4773,65.7273,54.2045,35.2727,38.6818
chr6:135422278-135422279,37.5,6.75,2.25,4.75,13.5,2.0,7.25,5.0,2.75
chr6:135422279-135422280,37.5,6.75,2.25,4.75,13.5,2.0,7.25,5.0,2.75
chr6:135424144-135424145,16.75,4.5,2.5,4.0,13.0,6.0,6.75,10.25,6.5
chr6:135424146-135424147,19.7955,4.54545,2.5,4.04545,12.8182,5.90909,6.93182,10.0227,6.5
chr6:135424292-135424293,50.25,3.5,1.5,4.5,14.25,7.0,10.5,9.0,7.0
chr6:135424301-135424302,42.9318,2.86364,0.8636360000000001,4.81818,15.5227,6.68182,10.8182,8.840910000000001,7.0
chr6:135424302-135424303,41.8864,2.77273,0.772727,4.86364,15.7045,6.636360000000001,10.8636,8.81818,7.0
chr6:135424303-135424304,40.8409,2.68182,0.681818,4.90909,15.8864,6.590910000000001,10.9091,8.79545,7.0
chr6:135426579-135426580,11.75,7.25,1.75,6.75,15.75,3.5,6.75,5.25,4.5
chr6:135426620-135426621,18.75,9.25,2.0,7.75,17.25,5.75,4.75,5.75,4.25
chr6:135426639-135426640,18.75,9.25,2.0,7.75,17.25,5.75,4.75,5.75,4.25
chr6:135426648-135426649,20.0227,9.43182,2.27273,7.75,17.7045,6.56818,4.38636,6.02273,4.15909
chr6:135426651-135426652,20.9773,9.56818,2.47727,7.75,18.0455,7.18182,4.11364,6.22727,4.09091
chr6:135426682-135426683,22.25,9.75,2.75,7.75,18.5,8.0,3.75,6.5,4.0
chr6:135429989-135429990,11.0,5.25,0.5,17.25,16.25,6.25,12.75,8.5,4.0
chr6:135430027-135430028,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430034-135430035,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430036-135430037,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430039-135430040,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430040-135430041,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430041-135430042,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430042-135430043,16.0,5.25,1.5,19.5,18.5,7.0,13.25,9.0,3.25
chr6:135430045-135430046,16.0,5.29545,1.63636,19.5909,18.6136,7.06818,13.2273,9.0,3.25
chr6:135431506-135431507,1396.0,22.75,115.5,268.25,70.75,339.5,124.0,146.25,202.0
chr6:135431508-135431509,1396.0,22.75,115.5,268.25,70.75,339.5,124.0,146.25,202.0
chr6:135431563-135431564,1177.75,22.25,86.75,260.0,68.75,336.5,129.75,145.0,203.5
chr6:135431564-135431565,1177.75,22.25,86.75,260.0,68.75,336.5,129.75,145.0,203.5
chr6:135431566-135431567,1177.75,22.25,86.75,260.0,68.75,336.5,129.75,145.0,203.5
chr6:135431574-135431575,1177.75,22.25,86.75,260.0,68.75,336.5,129.75,145.0,203.5
chr6:135449819-135449820,100.0,9.5,9.0,8.25,23.25,4.25,17.75,6.5,2.75
chr6:135449821-135449822,100.0,9.5,9.0,8.25,23.25,4.25,17.75,6.5,2.75
chr6:135449825-135449826,100.0,9.5,9.0,8.25,23.25,4.25,17.75,6.5,2.75
chr6:135449826-135449827,100.0,9.5,9.0,8.25,23.25,4.25,17.75,6.5,2.75
chr6:135449827-135449828,100.0,9.5,9.0,8.25,23.25,4.25,17.75,6.5,2.75
chr6:135449836-135449837,100.0,9.5,9.0,8.25,23.25,4.25,17.75,6.5,2.75
chr6:135449895-135449896,133.295,10.8182,9.63636,8.43182,24.2955,4.02273,20.5682,5.31818,3.75
chr6:135449896-135449897,133.091,10.8864,9.522730000000001,8.36364,24.3409,4.04545,20.6364,5.38636,3.75
chr6:135453636-135453637,25.0,9.5,1.25,7.5,20.0,4.75,6.25,11.25,5.25
chr6:135453747-135453748,33.0227,8.977269999999999,5.06818,8.31818,19.3864,5.52273,7.863639999999999,10.2955,4.93182
chr6:135465982-135465983,438.75,28.75,5.75,15.25,29.5,22.0,26.25,16.0,8.75
chr6:135465984-135465985,438.75,28.75,5.75,15.25,29.5,22.0,26.25,16.0,8.75
chr6:135466030-135466031,551.5,45.75,6.0,15.75,31.75,27.0,28.5,18.25,10.25
chr6:135466038-135466039,551.5,45.75,6.0,15.75,31.75,27.0,28.5,18.25,10.25
chr6:135466039-135466040,551.5,45.75,6.0,15.75,31.75,27.0,28.5,18.25,10.25
chr6:135466259-135466260,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466260-135466261,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466269-135466270,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466271-135466272,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466273-135466274,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466276-135466277,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466278-135466279,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466279-135466280,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466283-135466284,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466284-135466285,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466288-135466289,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466292-135466293,203.5,185.5,2.0,14.5,39.0,24.5,32.25,12.5,9.5
chr6:135466298-135466299,195.773,186.68200000000002,1.9090900000000002,14.2273,38.8182,23.0455,30.8864,12.6818,9.04545
chr6:135466353-135466354,137.455,170.136,2.15909,12.7273,37.2727,18.0455,25.2273,15.25,7.636360000000001
chr6:135466354-135466355,132.477,168.06799999999998,2.20455,12.6136,37.1364,17.7727,24.8636,15.5,7.56818
chr6:135469217-135469218,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469223-135469224,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469227-135469228,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469228-135469229,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469232-135469233,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469233-135469234,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469239-135469240,89.25,12.25,4.5,11.5,23.25,16.75,14.25,12.0,6.75
chr6:135469265-135469266,72.25,11.25,4.25,10.75,22.75,15.25,13.25,12.5,6.5
chr6:135482711-135482712,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482712-135482713,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482713-135482714,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482721-135482722,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482725-135482726,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482726-135482727,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482727-135482728,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482728-135482729,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482730-135482731,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482732-135482733,35.75,2.25,4.25,7.5,22.75,6.5,13.0,9.5,5.5
chr6:135482769-135482770,42.5,1.75,3.25,7.25,20.5,6.0,15.0,11.0,6.25
chr6:135482781-135482782,42.5,1.75,3.25,7.25,20.5,6.0,15.0,11.0,6.25
chr6:135483969-135483970,75.75,57.75,0.0,11.75,23.25,3.5,8.25,5.25,6.5
chr6:135483987-135483988,75.75,57.75,0.0,11.75,23.25,3.5,8.25,5.25,6.5
chr6:135484070-135484071,85.5,53.75,0.0,10.5,18.0,3.25,9.5,5.5,6.25
chr6:135484073-135484074,85.5,53.75,0.0,10.5,18.0,3.25,9.5,5.5,6.25
chr6:135484082-135484083,85.5,53.75,0.0,10.5,18.0,3.25,9.5,5.5,6.25
chr6:135494748-135494749,152.273,9.45455,5.5,32.1591,25.1818,37.5682,18.1818,13.6136,8.75
chr6:135494751-135494752,194.477,9.79545,6.25,32.0909,26.0682,38.1818,18.3182,13.8864,9.5
chr6:135494752-135494753,208.545,9.909089999999999,6.5,32.0682,26.3636,38.3864,18.3636,13.9773,9.75
chr6:135494754-135494755,236.68200000000002,10.1364,7.0,32.0227,26.9545,38.7955,18.4545,14.1591,10.25
chr6:135494760-135494761,250.75,10.25,7.25,32.0,27.25,39.0,18.5,14.25,10.5
chr6:135494765-135494766,250.75,10.25,7.25,32.0,27.25,39.0,18.5,14.25,10.5
chr6:135494768-135494769,250.75,10.25,7.25,32.0,27.25,39.0,18.5,14.25,10.5
chr6:135494832-135494833,428.25,12.5,10.25,31.75,28.25,39.5,21.0,13.5,12.0
chr6:135494836-135494837,428.25,12.5,10.25,31.75,28.25,39.5,21.0,13.5,12.0
chr6:135494860-135494861,568.5,14.75,12.25,31.5,29.5,41.75,23.75,12.25,12.25
chr6:135494861-135494862,568.5,14.75,12.25,31.5,29.5,41.75,23.75,12.25,12.25
chr6:135495843-135495844,154.25,10.75,6.25,16.25,22.75,43.75,24.75,25.25,23.5
chr6:135495844-135495845,154.25,10.75,6.25,16.25,22.75,43.75,24.75,25.25,23.5
chr6:135495876-135495877,217.0,14.75,5.25,16.0,22.75,44.25,25.0,26.25,24.75
chr6:135495878-135495879,217.0,14.75,5.25,16.0,22.75,44.25,25.0,26.25,24.75
chr6:135495880-135495881,217.0,14.75,5.25,16.0,22.75,44.25,25.0,26.25,24.75
chr6:135495887-135495888,217.0,14.75,5.25,16.0,22.75,44.25,25.0,26.25,24.75
