0,55918e182827-Hudep2_ATAC,df556ca45528-Hudep2_D3_merged_CTCF.all,8ac5c2b6b652-Hudep2_BCL11A,d4479abb8c62-Hudep2_D0_GATA1.all,e75fff55b23d-HUDEP2_LRF_CHIP,6de19797ef29-Hudep2_D3_merged_GATA1.all,1a798ec730b0-Hudep2_D3_merged_KLF1.all,4c1a9aa91555-Hudep2_D3_merged_LDB1.all,f3f86258967b-Hudep2_D3_merged_TAL1.all
chr2:58958748-58958749,255.283,3.7655300000000005,4.02329,21.8975,11.8711,9.52329,8.67857,5.36801,3.11801
chr2:58958766-58958767,267.245,3.7375800000000003,3.74379,22.6242,12.1227,9.60714,8.39907,5.45186,3.20186
chr2:58958788-58958789,269.433,3.59006,3.3928599999999998,22.9814,12.2112,9.59627,7.99379,5.61335,3.3214300000000003
chr2:58985336-58985337,368.787,11.354000000000001,20.8509,20.7003,24.9379,58.2764,15.3478,21.7081,27.2578
chr2:58989473-58989474,175.863,49.2857,2.70031,5.64907,14.0264,2.73447,12.5373,5.49379,5.89907
chr2:58989474-58989475,176.486,49.472,2.71584,5.6646,14.014000000000001,2.75621,12.5419,5.5264,5.89752
chr2:58989475-58989476,177.109,49.6584,2.73137,5.68012,14.0016,2.77795,12.5466,5.55901,5.89596
chr2:58989567-58989568,171.93599999999998,54.236000000000004,4.15994,6.42547,14.1289,4.28416,11.0373,8.00155,5.6211199999999995
chr2:58989576-58989577,166.137,53.3804,4.27795,6.4208099999999995,14.073,4.31366,10.6879,8.15373,5.5791900000000005
chr2:58989579-58989580,164.00799999999998,53.0404,4.31522,6.41615,14.045,4.31832,10.5621,8.20031,5.56522
chr2:59119304-59119305,28.3571,4.1304300000000005,3.43634,3.3167699999999996,6.65217,3.1226700000000003,2.00311,3.33851,3.16925
chr2:59119305-59119306,28.4783,4.1211199999999995,3.4394400000000003,3.3354,6.65528,3.13354,2.0,3.3198800000000004,3.17236
chr2:59119309-59119310,28.9627,4.08385,3.45186,3.40994,6.6677,3.17702,1.98758,3.24534,3.18478
chr2:59119310-59119311,29.0839,4.07453,3.45497,3.4285699999999997,6.67081,3.1878900000000003,1.9844700000000002,3.2267099999999997,3.1878900000000003
chr2:59119311-59119312,29.205,4.06522,3.4580699999999998,3.4472,6.67391,3.19876,1.98137,3.20807,3.19099
chr2:59128039-59128040,6.8354,2.15528,1.9363400000000002,2.4565200000000003,5.36491,2.32298,4.8711199999999995,5.42857,0.940994
chr2:59128041-59128042,6.84472,2.15528,1.93944,2.44099,5.34627,2.3354,4.81522,5.3913,0.9316770000000001
chr2:59128074-59128075,6.975160000000001,2.13199,1.99068,2.18478,5.06988,2.52484,3.87733,4.745340000000001,0.785714
chr2:59128075-59128076,6.975160000000001,2.1273299999999997,1.9922400000000002,2.17702,5.06677,2.52795,3.8462699999999996,4.7205,0.782609
chr2:59252460-59252461,79.0093,67.5807,1.5139799999999999,5.05901,11.9674,2.62422,6.3354,7.271739999999999,3.6304300000000005
chr2:59252462-59252463,80.0062,67.8975,1.5108700000000002,5.04969,12.0326,2.6118,6.35093,7.228260000000001,3.63975
chr2:59261405-59261406,31.5776,3.70963,2.9378900000000003,9.8913,6.4534199999999995,28.2143,9.46118,13.7997,11.2904
chr2:59261407-59261408,32.0124,3.7624199999999997,2.99379,9.93168,6.43168,28.3261,9.4705,13.8866,11.4146
chr2:59261409-59261410,32.4472,3.8152199999999996,3.04969,9.97205,6.40994,28.4379,9.47981,13.9736,11.5388
chr2:59262119-59262120,256.528,7.33851,30.7158,12.1134,15.1739,21.8835,16.9441,14.235999999999999,10.0342
chr2:59262121-59262122,258.106,7.42547,30.8307,12.1258,15.2236,21.955,17.0839,14.3012,10.0186
chr2:59262181-59262182,276.795,9.5854,30.1724,11.9053,16.1988,22.7143,19.9565,15.1227,10.0326
chr2:59262182-59262183,276.26599999999996,9.60248,30.0683,11.8866,16.2081,22.6941,19.9736,15.1056,10.0311
chr2:59262183-59262184,275.736,9.61957,29.9643,11.868,16.2174,22.6739,19.9907,15.0885,10.0295
chr2:59262200-59262201,266.73400000000004,9.909939999999999,28.1957,11.5512,16.3758,22.3307,20.2811,14.7981,10.0031
chr2:59311575-59311576,337.272,7.60248,1.6521700000000001,52.3866,27.146,49.4425,38.795,18.0233,23.5311
chr2:59311583-59311584,360.061,7.5636600000000005,1.77795,53.6817,27.5016,51.6941,39.75,18.5295,24.2174
chr2:59311584-59311585,362.85900000000004,7.5559,1.7965799999999998,53.8261,27.5373,51.9425,39.8587,18.587,24.2857
chr2:59311639-59311640,516.031,6.94255,3.09472,61.736000000000004,29.2686,65.4565,45.722,22.4193,27.8758
chr2:59311654-59311655,551.784,6.6863399999999995,3.6304300000000005,63.5062,29.5016,68.3913,46.9332,23.7469,28.6211
chr2:59311655-59311656,554.168,6.66925,3.66615,63.6242,29.5171,68.587,47.013999999999996,23.8354,28.6708
chr2:59311661-59311662,568.469,6.56677,3.8804300000000005,64.3323,29.6102,69.7609,47.4984,24.3665,28.9689
chr2:59311684-59311685,609.4630000000001,6.11025,4.74068,66.528,29.7019,73.6491,49.1304,26.5078,30.0233
chr2:59311685-59311686,610.127,6.09006,4.77329,66.5761,29.6894,73.7345,49.1677,26.5885,30.0466
chr2:59311691-59311692,614.115,5.96894,4.96894,66.8649,29.6149,74.2469,49.3913,27.073,30.1863
chr2:59311693-59311694,615.444,5.92857,5.03416,66.9612,29.5901,74.4177,49.4658,27.2345,30.2329
chr2:59311695-59311696,616.773,5.8882,5.09938,67.0575,29.5652,74.5885,49.5404,27.396,30.2795
chr2:59324276-59324277,23.764,4.68323,0.746894,4.21739,10.3494,9.42857,5.01553,5.82764,7.116460000000001
chr2:59324277-59324278,23.7547,4.6677,0.7453420000000001,4.23602,10.3292,9.420810000000001,5.05435,5.83385,7.1195699999999995
chr2:59324279-59324280,23.736,4.63665,0.742236,4.27329,10.2888,9.40528,5.13199,5.84627,7.125780000000001
chr2:59324280-59324281,23.7267,4.6211199999999995,0.740683,4.291930000000001,10.2686,9.39752,5.1708099999999995,5.85248,7.1288800000000005
chr2:59324281-59324282,23.7127,4.6087,0.7453420000000001,4.30745,10.2516,9.3882,5.19876,5.86335,7.135089999999999
chr2:59324283-59324284,23.6848,4.58385,0.7546579999999999,4.338509999999999,10.2174,9.36957,5.254659999999999,5.88509,7.14752
chr2:59324307-59324308,23.3494,4.28571,0.86646,4.711180000000001,9.80745,9.14596,5.92547,6.14596,7.2965800000000005
chr2:59324308-59324309,23.3354,4.27329,0.8711180000000001,4.72671,9.79037,9.13665,5.9534199999999995,6.15683,7.3028
chr2:59404045-59404046,95.6661,40.9814,3.13199,0.9208069999999999,10.7065,3.2764,3.03727,7.44255,3.9534199999999995
chr2:59404052-59404053,98.8727,41.4161,3.12112,0.9968940000000001,10.5326,3.30901,3.0264,7.43168,4.07298
chr2:59404092-59404093,109.649,41.9643,3.09472,1.5559,9.68634,3.45963,2.94565,7.17236,4.8059
chr2:59404094-59404095,109.68299999999999,41.8711,3.09472,1.58696,9.658389999999999,3.46584,2.9394400000000003,7.15062,4.8369599999999995
chr2:59404101-59404102,109.803,41.545,3.09472,1.69565,9.56056,3.4875800000000003,2.9177,7.07453,4.94565
chr2:59404103-59404104,109.837,41.4519,3.09472,1.7267099999999997,9.53261,3.49379,2.91149,7.0528,4.97671
chr2:59409544-59409545,81.8742,40.677,3.12112,7.15994,9.42857,0.90528,3.87112,5.68478,4.52329
chr2:59409579-59409580,97.6196,45.2345,3.05901,6.98137,10.2593,1.04503,4.1972,4.91615,5.60248
chr2:59529104-59529105,101.911,20.5543,0.8680120000000001,4.088509999999999,15.4922,2.28882,3.5729800000000003,3.7406800000000002,5.43478
chr2:59529130-59529131,109.12,21.9037,0.861801,4.19876,16.0,2.57764,3.9301199999999996,4.50621,5.81056
chr2:59529139-59529140,108.602,22.1693,0.875776,4.1708099999999995,16.028,2.6055900000000003,4.06988,4.81366,5.838509999999999
chr2:59529176-59529177,104.77,23.1848,0.944099,4.02329,16.1755,2.6878900000000003,4.6118,6.07764,5.9208099999999995
chr2:59529183-59529184,102.182,23.2593,0.9704969999999999,3.95963,16.2158,2.66304,4.6646,6.288819999999999,5.8913
chr2:59802547-59802548,5.0791900000000005,2.23602,2.18634,1.9736,3.69876,3.55124,2.63975,4.52795,0.138199
chr2:59812259-59812260,26.0606,13.6972,1.1677,3.28882,7.14907,0.689441,1.83385,4.09317,1.1382
chr2:59812263-59812264,26.7314,13.927,1.09317,3.3323,7.1863399999999995,0.689441,1.7965799999999998,4.0869599999999995,1.16925
chr2:60386867-60386868,7.866460000000001,3.45497,1.3478299999999999,0.836957,4.11491,4.68323,2.19255,6.42702,2.62112
chr2:60386874-60386875,7.7205,3.36801,1.33696,0.763975,4.14286,4.7236,2.1894400000000003,6.504659999999999,2.55745
chr2:60386884-60386885,7.4472,3.26242,1.3214299999999999,0.667702,4.21739,4.711180000000001,2.20186,6.57298,2.44876
chr2:60386955-60386956,5.2468900000000005,2.88354,1.25,0.194099,5.32609,3.82453,2.38354,6.19099,1.58696
chr2:60386957-60386958,5.18789,2.88043,1.25,0.184783,5.3695699999999995,3.79037,2.38665,6.15994,1.56211
chr2:60386961-60386962,5.06988,2.87422,1.25,0.166149,5.456519999999999,3.72205,2.3928599999999998,6.09783,1.51242
chr2:60386971-60386972,4.77795,2.86491,1.25621,0.122671,5.68323,3.55435,2.40528,5.9177,1.39441
chr2:60386983-60386984,4.47981,2.8928599999999998,1.29348,0.0947205,5.995340000000001,3.36335,2.40528,5.57298,1.2872700000000001
chr2:60539944-60539945,13.7158,3.06522,1.4316799999999998,4.27174,4.254659999999999,9.12578,2.40994,2.86646,2.9705
chr2:60539948-60539949,14.0078,3.09627,1.48137,4.26553,4.26087,9.14441,2.44099,2.89752,3.01398
chr2:60539962-60539963,15.0295,3.20497,1.6552799999999999,4.24379,4.28261,9.20963,2.54969,3.00621,3.16615
chr2:60539992-60539993,16.4332,3.27484,2.0077599999999998,4.088509999999999,4.23758,8.9705,2.74534,3.38354,3.36491
chr2:60539994-60539995,16.4767,3.2717400000000003,2.0264,4.07298,4.22826,8.93944,2.75466,3.4146,3.37112
chr2:60540002-60540003,16.6506,3.25932,2.10093,4.01087,4.19099,8.81522,2.79193,3.53882,3.3959599999999996
chr2:60540003-60540004,16.6724,3.2577599999999998,2.11025,4.0031099999999995,4.18634,8.79969,2.79658,3.55435,3.3990699999999996
chr2:60540004-60540005,16.6941,3.25621,2.11957,3.99534,4.18168,8.78416,2.80124,3.5698800000000004,3.40217
chr2:60540018-60540019,16.9984,3.23447,2.25,3.88665,4.11646,8.56677,2.86646,3.78727,3.44565
chr2:60562921-60562922,6.15528,1.4891299999999998,1.38975,3.4875800000000003,6.90217,3.5108699999999997,2.59938,2.9689400000000004,0.624224
chr2:60562923-60562924,6.1646,1.49534,1.38354,3.53416,6.883539999999999,3.5295,2.58696,2.97205,0.636646
chr2:60611474-60611475,18.9317,3.44255,0.195652,4.28261,8.58075,6.15994,6.618010000000001,8.01398,2.0403700000000002
chr2:60611507-60611508,20.25,3.4052800000000003,0.391304,4.35248,8.30124,5.77795,6.01708,7.6646,2.27795
chr2:60611521-60611522,20.6351,3.40217,0.484472,4.3618,8.14907,5.59161,5.71584,7.48447,2.3928599999999998
chr2:60611531-60611532,20.5776,3.38509,0.5776399999999999,4.31056,7.94565,5.40373,5.4208099999999995,7.23292,2.50155
chr2:60611532-60611533,20.5481,3.38199,0.586957,4.30124,7.92391,5.38354,5.3913,7.204969999999999,2.51242
chr2:60611533-60611534,20.5186,3.37888,0.5962729999999999,4.291930000000001,7.90217,5.36335,5.3618,7.17702,2.5232900000000003
chr2:60611537-60611538,20.4006,3.36646,0.63354,4.254659999999999,7.81522,5.28261,5.24379,7.06522,2.56677
chr2:60611544-60611545,20.1941,3.3447199999999997,0.698758,4.18944,7.66304,5.1413,5.0372699999999995,6.8695699999999995,2.6428599999999998
chr2:60611545-60611546,20.1646,3.3416099999999997,0.708075,4.18012,7.6413,5.1211199999999995,5.00776,6.84161,2.65373
chr2:60611547-60611548,20.1056,3.3354,0.726708,4.161490000000001,7.59783,5.08075,4.94876,6.785710000000001,2.6754700000000002
chr2:60643498-60643499,16.1894,3.7624199999999997,0.0,2.34472,3.74534,2.1646,2.73602,4.59627,2.26087
chr2:60643502-60643503,16.1025,3.77484,0.0,2.34472,3.6770199999999997,2.13975,2.7732900000000003,4.5465800000000005,2.26708
chr2:60643503-60643504,16.0807,3.77795,0.0,2.34472,3.65994,2.13354,2.78261,4.53416,2.26863
chr2:60643504-60643505,16.059,3.7810599999999996,0.0,2.34472,3.6428599999999998,2.1273299999999997,2.79193,4.52174,2.27019
chr2:60643508-60643509,15.972000000000001,3.79348,0.0,2.34472,3.57453,2.10248,2.82919,4.47205,2.2764
chr2:60643510-60643511,15.9286,3.79969,0.0,2.34472,3.54037,2.09006,2.84783,4.4472,2.2795
chr2:60643511-60643512,15.9068,3.8028,0.0,2.34472,3.5232900000000003,2.08385,2.8571400000000002,4.43478,2.2810599999999996
chr2:60643549-60643550,13.7019,4.043480000000001,0.0931677,2.42081,2.88199,1.83075,3.05901,3.88199,2.20497
chr2:60666802-60666803,313.031,30.205,5.13509,4.51398,33.1289,8.77795,9.88509,7.954969999999999,3.91149
chr2:60666803-60666804,313.045,30.2795,5.14596,4.5264,33.1335,8.8028,9.86491,7.9627300000000005,3.92081
chr2:60666804-60666805,313.059,30.354,5.15683,4.538819999999999,33.1382,8.827639999999999,9.84472,7.9705,3.9301199999999996
chr2:60666818-60666819,313.255,31.3975,5.30901,4.7127300000000005,33.2034,9.175469999999999,9.56211,8.079189999999999,4.06056
chr2:60666995-60666996,148.415,24.0668,3.45186,5.89441,28.1134,11.545,4.60248,8.492239999999999,5.36025
chr2:60666999-60667000,145.483,23.7314,3.38354,5.91925,27.9519,11.6009,4.58385,8.5295,5.38509
chr2:60667000-60667001,144.75,23.6475,3.36646,5.92547,27.9115,11.6149,4.5791900000000005,8.53882,5.3913
chr2:60667002-60667003,143.284,23.4798,3.3323,5.93789,27.8307,11.6429,4.56988,8.55745,5.40373
chr2:60667004-60667005,141.81799999999998,23.3121,3.29814,5.95031,27.75,11.6708,4.56056,8.576089999999999,5.41615
chr2:60667008-60667009,138.887,22.9767,3.22981,5.97516,27.5885,11.7267,4.541930000000001,8.61335,5.44099
chr2:60690674-60690675,11.5062,3.6087,0.709627,4.708069999999999,6.885089999999999,0.992236,7.700310000000001,3.3571400000000002,2.95186
chr2:60690675-60690676,11.4457,3.61646,0.720497,4.706519999999999,6.857139999999999,0.98913,7.73137,3.36801,2.94565
chr2:60700931-60700932,30.721999999999998,3.1941,4.07453,4.10093,4.92236,5.71429,6.11646,8.00155,3.67081
chr2:60700935-60700936,30.0761,3.1754700000000002,4.02484,4.125780000000001,4.88509,5.6708099999999995,6.09783,7.9705,3.6646
chr2:60717751-60717752,45.5947,6.7298100000000005,2.93634,4.24068,8.173910000000001,7.90839,6.39596,9.29503,5.64441
chr2:60717757-60717758,46.6661,6.701860000000001,2.87112,4.2034199999999995,8.12733,8.336960000000001,6.47981,9.24845,5.65373
chr2:60717765-60717766,48.0947,6.6646,2.78416,4.15373,8.06522,8.908389999999999,6.59161,9.18634,5.66615
chr2:60717780-60717781,50.3121,6.6459600000000005,2.6382,4.07764,8.01708,10.3898,6.85248,8.91615,5.75776
chr2:60717781-60717782,50.3401,6.65217,2.63199,4.07453,8.01398,10.4798,6.866460000000001,8.88665,5.76708
chr2:60718145-60718146,217.578,8.5,4.661490000000001,8.493789999999999,13.2826,45.2112,13.0419,14.2345,17.913
chr2:60718146-60718147,218.50799999999998,8.52019,4.68789,8.51242,13.2842,45.2252,13.0528,14.2438,17.9441
chr2:60718153-60718154,225.019,8.661489999999999,4.872669999999999,8.64286,13.295,45.323,13.1289,14.309000000000001,18.1615
chr2:60722344-60722345,492.84,6.1941,12.0295,32.8075,62.5047,49.8773,36.4379,28.0264,30.0435
chr2:60722346-60722347,496.967,6.19099,12.1413,32.9627,62.5978,50.2531,36.6366,28.2034,30.1832
chr2:60722356-60722357,517.604,6.17547,12.7003,33.7391,63.0637,52.132,37.6304,29.0885,30.881999999999998
chr2:60722364-60722365,534.113,6.1630400000000005,13.1475,34.3602,63.4363,53.6351,38.4255,29.7966,31.441
chr2:60722402-60722403,586.006,5.89907,14.3152,35.6196,62.6102,58.3323,40.1522,32.0155,32.3711
chr2:60725556-60725557,954.835,6.38199,20.4115,19.0062,49.6211,54.9705,14.1832,15.9519,26.0885
chr2:60725565-60725566,953.452,6.45186,20.2578,18.2935,49.7469,53.4612,14.1693,15.3789,25.8649
chr2:60725567-60725568,953.1439999999999,6.46739,20.2236,18.1351,49.7748,53.1258,14.1661,15.2516,25.8152
chr2:60725568-60725569,952.9910000000001,6.47516,20.2065,18.0559,49.7888,52.9581,14.1646,15.1879,25.7904
chr2:60725588-60725589,923.138,6.6677,19.3012,16.4084,49.7158,49.1708,14.2919,14.0792,24.795
chr2:60725623-60725624,852.915,7.08385,17.396,14.1366,49.205,43.3929,14.7748,12.7143,23.0652
chr2:60726108-60726109,34.4363,4.39752,0.9658389999999999,6.8711199999999995,16.8276,1.9285700000000001,8.81366,6.618010000000001,2.28416
chr2:60726131-60726132,29.8587,4.55901,1.01863,6.961180000000001,15.9286,1.7251599999999998,8.01553,6.24845,2.2717400000000003
chr2:60731435-60731436,123.17399999999999,31.7562,1.48758,1.31988,11.1724,4.76863,9.22826,5.89752,4.3618
chr2:60731439-60731440,124.88799999999999,32.3898,1.51242,1.31366,11.1165,4.706519999999999,9.14752,6.0031099999999995,4.4177
chr2:60731443-60731444,126.602,33.0233,1.5372700000000001,1.30745,11.0606,4.64441,9.06677,6.1087,4.4736
chr2:60731450-60731451,129.602,34.132,1.58075,1.2965799999999998,10.9627,4.53571,8.925469999999999,6.293480000000001,4.57143
chr2:60731451-60731452,130.031,34.2904,1.58696,1.29503,10.9488,4.52019,8.90528,6.31988,4.5854
chr2:60731538-60731539,129.477,42.8991,1.79814,1.32764,9.56522,2.82609,6.874219999999999,8.55435,5.79969
chr2:60731548-60731549,124.15100000000001,42.7904,1.7826099999999998,1.32764,9.44099,2.63975,6.67236,8.70963,5.8618
chr2:60733097-60733098,86.5171,6.09938,1.41304,7.84783,9.79969,15.4891,7.76553,8.21739,6.338509999999999
chr2:60733105-60733106,91.9208,5.97516,1.3882,8.18323,9.99845,15.9363,7.964289999999999,8.26708,6.40062
chr2:60733135-60733136,110.24700000000001,5.49224,1.29503,9.40373,10.7283,17.5916,8.69565,8.46273,6.53571
chr2:60733141-60733142,112.54799999999999,5.39907,1.2764,9.590060000000001,10.8587,17.8804,8.80745,8.490680000000001,6.5264
chr2:60733145-60733146,114.08200000000001,5.3369599999999995,1.2639799999999999,9.71429,10.9457,18.073,8.88199,8.509319999999999,6.52019
chr2:60733147-60733148,114.84899999999999,5.3059,1.25776,9.7764,10.9891,18.1693,8.91925,8.51863,6.51708
chr2:60733174-60733175,124.335,4.90217,1.17391,10.5606,11.5606,19.4224,9.38354,8.6677,6.459630000000001
chr2:60733198-60733199,124.50299999999999,4.71584,1.09938,10.7096,11.8121,19.9068,9.44876,8.80745,6.291930000000001
chr2:60743596-60743597,19.6289,4.13975,0.902174,2.98447,8.658389999999999,3.44255,9.03416,4.50932,3.70186
chr2:60743598-60743599,19.7748,4.0869599999999995,0.8866459999999999,3.00311,8.673910000000001,3.41149,9.03727,4.53106,3.69255
chr2:60743599-60743600,19.8478,4.06056,0.8788819999999999,3.01242,8.68168,3.3959599999999996,9.03882,4.541930000000001,3.6878900000000003
chr2:60743600-60743601,19.9208,4.03416,0.8711180000000001,3.0217400000000003,8.68944,3.3804300000000005,9.04037,4.5528,3.6832300000000004
chr2:60743608-60743609,20.5047,3.8229800000000003,0.809006,3.09627,8.75155,3.25621,9.0528,4.63975,3.6459599999999996
chr2:60743644-60743645,22.8354,2.9254700000000002,0.534161,3.40994,9.004660000000001,2.6413,8.507760000000001,5.06522,3.37888
chr2:60743655-60743656,23.3649,2.70342,0.46583900000000006,3.49534,9.0559,2.45342,8.20031,5.18478,3.2764
chr2:60743674-60743675,24.2717,2.3121099999999997,0.347826,3.63509,9.1677,2.1444099999999997,7.6382,5.39907,3.11491
chr2:60743690-60743691,24.6755,2.05745,0.263975,3.7189400000000004,9.27019,1.9673900000000002,7.09161,5.56677,3.0310599999999996
chr2:60743693-60743694,24.7127,2.02019,0.25,3.7329199999999996,9.28416,1.93944,6.98913,5.59472,3.01708
chr2:60757874-60757875,219.53099999999998,4.01398,1.3882,3.67236,37.8152,7.74845,10.5047,5.161490000000001,4.49379
chr2:60757889-60757890,244.067,4.36801,1.66304,3.4906800000000002,39.2314,7.73447,11.5481,5.47826,4.42391
chr2:60757890-60757891,245.525,4.39286,1.68323,3.4829199999999996,39.3121,7.7298100000000005,11.6134,5.5,4.41925
chr2:60757912-60757913,277.60200000000003,4.93944,2.1273299999999997,3.3121099999999997,41.0885,7.627330000000001,13.0481,5.97826,4.31677
chr2:60757942-60757943,304.75,5.95186,2.71273,3.2795,42.9534,7.18323,14.8509,6.82609,4.23137
chr2:60757991-60757992,304.957,7.73602,3.32764,3.72981,43.7127,6.21894,16.6118,8.35714,4.206519999999999
chr2:60763775-60763776,22.0357,6.59783,1.60559,2.5854,7.36025,1.58851,4.80124,4.28261,2.63354
chr2:60763802-60763803,23.0854,7.48292,2.12422,2.93634,7.7034199999999995,1.2872700000000001,5.26242,3.9083900000000003,2.7065200000000003
chr2:60763819-60763820,23.6925,8.010869999999999,2.44099,3.14752,7.9146,1.10248,5.5528,3.6972,2.73292
chr2:60763826-60763827,24.3882,8.22826,2.59317,3.24534,8.04503,1.05901,5.6941,3.61025,2.73292
chr2:60763829-60763830,24.6863,8.32143,2.6583900000000003,3.28727,8.10093,1.04037,5.754659999999999,3.5729800000000003,2.73292
chr2:60763848-60763849,26.0994,8.71584,2.9596299999999998,3.4689400000000004,8.39907,1.03416,6.0823,3.44876,2.70497
chr2:60763918-60763919,34.5807,9.42857,3.67547,3.96118,9.38509,1.5155299999999998,6.83075,3.25,2.90062
chr2:60763934-60763935,37.6258,9.28416,3.66304,4.09938,9.54193,1.7826099999999998,6.8121100000000006,3.25,3.06832
chr2:60763982-60763983,46.3944,8.43789,3.37267,4.59006,9.80745,2.61335,6.42702,3.1894400000000003,3.5528
chr2:60773332-60773333,12.0761,6.2236,1.02795,3.6785699999999997,8.47516,1.91615,3.30435,6.377330000000001,2.20031
chr2:60773339-60773340,12.413,5.94099,0.9736020000000001,3.70031,8.35559,1.8618,3.28261,6.46429,2.11335
chr2:60773376-60773377,14.2158,4.43634,0.708075,3.80435,7.73447,1.57453,3.1677,6.967389999999999,1.6428599999999998
chr2:60777594-60777595,570.514,77.32300000000001,6.20031,9.88043,102.057,9.48758,29.764,7.689439999999999,13.4627
chr2:60777600-60777601,581.545,79.1211,6.36801,9.9736,103.744,9.51553,29.7919,7.67081,13.5466
chr2:60777604-60777605,588.899,80.3199,6.47981,10.0357,104.868,9.53416,29.8106,7.65839,13.6025
chr2:60777655-60777656,643.0930000000001,92.1553,7.08696,10.5947,114.62899999999999,9.29814,29.2174,7.65062,13.4239
chr2:60778050-60778051,401.708,16.0109,0.9953420000000001,8.32143,85.764,5.22826,27.7888,4.49379,3.67236
chr2:60778135-60778136,384.11800000000005,12.0606,0.414596,7.274839999999999,77.6165,6.1382,25.3012,6.15062,4.15683
chr2:60779039-60779040,204.78099999999998,3.94565,1.52795,8.73292,52.6242,7.355589999999999,21.5093,8.8323,4.39286
chr2:60779040-60779041,204.46099999999998,3.9705,1.53882,8.73292,52.5994,7.3587,21.5093,8.81832,4.38665
chr2:60779041-60779042,204.141,3.99534,1.54969,8.73292,52.5745,7.3618,21.5093,8.80435,4.3804300000000005
chr2:60779043-60779044,203.502,4.045030000000001,1.5714299999999999,8.73292,52.5248,7.368010000000001,21.5093,8.7764,4.36801
chr2:60779289-60779290,53.4084,7.717389999999999,4.23137,7.40839,44.4068,6.19099,14.5761,5.65839,4.088509999999999
chr2:60779295-60779296,52.0575,7.475160000000001,4.25932,7.35248,44.0714,6.11646,14.3898,5.64907,4.20031
chr2:60779310-60779311,48.6801,6.8695699999999995,4.3291900000000005,7.2127300000000005,43.2329,5.93012,13.9239,5.625780000000001,4.47981
chr2:60780722-60780723,292.144,12.0419,9.59627,5.5869599999999995,75.3121,5.33385,23.7096,7.17236,4.35714
chr2:60780726-60780727,304.02,12.0606,9.98137,5.7236,76.0202,5.30901,23.8587,7.35248,4.35093
chr2:60780755-60780756,377.736,11.7686,12.2686,6.559010000000001,79.3292,5.28416,24.6289,8.38665,4.38354
chr2:60780758-60780759,385.157,11.7314,12.4969,6.642860000000001,79.6413,5.28416,24.7034,8.489130000000001,4.3882
chr2:60780767-60780768,407.41900000000004,11.6196,13.1817,6.894410000000001,80.5776,5.28416,24.927,8.79658,4.40217
chr2:60780770-60780771,414.62,11.5621,13.3898,6.976710000000001,80.8416,5.2795,24.971999999999998,8.88975,4.40373
chr2:60780781-60780782,438.466,11.1972,13.9658,7.25776,81.3882,5.23447,24.9006,9.14596,4.38665
chr2:60781330-60781331,251.905,8.739130000000001,7.84472,7.689439999999999,36.6273,5.3618,11.9488,6.27484,4.78261
chr2:60781331-60781332,251.842,8.76708,7.84938,7.6972,36.6413,5.36801,11.9301,6.288819999999999,4.80901
chr2:60781453-60781454,249.671,12.3804,7.07609,7.728260000000001,41.4146,4.7034199999999995,11.8152,8.31522,7.541930000000001
chr2:60781456-60781457,249.93599999999998,12.455,7.034160000000001,7.709630000000001,41.559,4.65217,11.8711,8.37112,7.56988
chr2:60782264-60782265,506.191,63.2826,7.293480000000001,7.1646,49.6056,9.28261,34.4503,14.4394,11.3665
chr2:60782353-60782354,702.556,70.2562,9.52329,9.27019,52.7003,11.6972,39.3525,15.7842,11.0078
chr2:60782354-60782355,703.832,70.2112,9.53106,9.29814,52.7127,11.7189,39.3602,15.795,11.0062
chr2:60782364-60782365,716.596,69.7609,9.6087,9.577639999999999,52.836999999999996,11.9363,39.4379,15.9037,10.9907
chr2:60782365-60782366,717.873,69.7158,9.61646,9.60559,52.8494,11.9581,39.4457,15.9146,10.9891
chr2:60782751-60782752,243.343,16.3991,5.18012,6.728260000000001,32.5823,7.0372699999999995,19.0963,11.5295,7.4627300000000005
chr2:60783489-60783490,13.604000000000001,8.96584,2.84938,6.06366,12.823,5.56988,8.08075,8.77329,3.83851
chr2:60783499-60783500,14.1165,8.96584,2.78727,6.04814,12.9627,5.8028,8.34472,8.86646,3.9472
chr2:60783500-60783501,14.1677,8.96584,2.7810599999999996,6.0465800000000005,12.9767,5.82609,8.37112,8.87578,3.9580699999999998
chr2:60783501-60783502,14.2189,8.96584,2.77484,6.045030000000001,12.9907,5.84938,8.39752,8.88509,3.9689400000000004
chr2:60783551-60783552,16.7329,8.86801,2.8928599999999998,5.95031,13.6568,7.048139999999999,9.38975,8.85714,4.34783
chr2:60783552-60783553,16.7811,8.86335,2.90217,5.94876,13.6693,7.07143,9.40217,8.84783,4.35248
chr2:60783580-60783581,18.0947,8.76708,3.1459599999999996,5.8711199999999995,14.0,7.706519999999999,9.63043,8.51863,4.4146
chr2:60783583-60783584,18.118,8.76242,3.17857,5.85714,14.0093,7.73913,9.60714,8.46273,4.3913
chr2:60783588-60783589,18.1568,8.754660000000001,3.23292,5.83385,14.0248,7.793480000000001,9.56832,8.36957,4.35248
chr2:60783591-60783592,18.1801,8.75,3.26553,5.81988,14.0342,7.82609,9.54503,8.31366,4.3291900000000005
chr2:60783597-60783598,18.2267,8.740680000000001,3.33075,5.791930000000001,14.0528,7.8913,9.49845,8.20186,4.28261
